record_id,workload_type,compute_demand_TFlops,storage_demand_TB,network_demand_Gbps,energy_source,energy_consumption_kWh,renewable_share_percent,carbon_emissions_kgCO2,qso_optimization_score,uncertainty_factor,security_level,pqc_enabled,energy_efficiency_index,service_quality_index,secure_operations_score,workload_scenario,scenario_strategy,operational_cost_usd,performance_metric
DC0908,Cloud Storage,355.29,68.74,59.89,Solar,39338.86,85.75,273.75,0.228,0.022,High,1,0.615,0.75,0.965,Renewable Boost,Balanced Approach,69679.6,0.911
DC0909,IoT Processing,108.91,108.74,92.85,Wind,49633.22,12.73,295.97,0.28,0.641,Medium,0,0.5,0.728,0.945,Low,Balanced Approach,40392.04,0.942
DC0910,AI Training,339.98,31.67,92.95,Hybrid,12792.86,85.94,1082.59,0.127,0.414,Medium,1,0.858,0.672,0.893,Low,Energy-Efficient Focus,52668.18,0.774
DC0911,AI Training,485.26,111.19,34.52,Solar,43841.06,51.43,574.28,0.639,0.27,High,1,0.586,0.847,0.648,Peak,Carbon-Neutral Objective,167405.56,0.751
DC0912,Web Hosting,56.01,108.8,53.0,Solar,41700.52,29.58,91.02,0.075,0.207,Medium,1,0.552,0.88,0.773,Low,Balanced Approach,124809.95,0.899
DC0913,Web Hosting,339.58,152.62,21.56,Grid,12008.21,22.04,1459.54,0.134,0.654,Quantum-Safe,1,0.619,0.926,0.612,Low,Performance-Driven Strategy,183082.9,0.965
DC0914,Cloud Storage,227.44,166.9,99.57,Wind,20567.3,95.8,113.35,0.645,0.416,Medium,1,0.69,0.986,0.722,Peak,Balanced Approach,50233.85,0.902
DC0915,IoT Processing,435.39,88.65,98.12,Grid,21073.97,16.54,1210.79,0.34,0.18,High,0,0.738,0.633,0.742,Low,Carbon-Neutral Objective,28622.02,0.691
DC0916,Database Queries,96.8,61.16,65.13,Grid,48932.81,27.92,1101.43,0.708,0.689,Quantum-Safe,1,0.522,0.858,0.916,Low,Energy-Efficient Focus,6187.07,0.955
DC0917,Cloud Storage,349.39,52.61,80.54,Solar,9863.7,41.3,1939.19,0.557,0.565,Quantum-Safe,1,0.985,0.697,0.948,Low,Balanced Approach,104033.1,0.755
DC0918,IoT Processing,420.68,39.73,71.65,Grid,40158.74,65.82,994.22,0.256,0.859,Quantum-Safe,0,0.858,0.839,0.707,Low,Carbon-Neutral Objective,199669.85,0.83
DC0919,AI Training,472.86,12.47,59.52,Solar,17375.44,59.03,174.02,0.651,0.117,High,1,0.662,0.738,0.509,Renewable Boost,Performance-Driven Strategy,140518.23,0.933
DC0920,IoT Processing,344.79,69.15,5.81,Grid,36812.65,21.31,1125.79,0.116,0.786,High,1,0.659,0.997,0.931,Low,Balanced Approach,65136.95,0.675
DC0921,Database Queries,253.62,54.78,45.75,Wind,21580.54,36.08,1690.14,0.536,0.674,Medium,1,0.724,0.864,0.587,Low,Carbon-Neutral Objective,175987.42,0.914
DC0922,Web Hosting,312.75,193.32,67.64,Hybrid,29339.63,31.49,1993.86,0.437,0.115,Quantum-Safe,0,0.813,0.976,0.811,Renewable Boost,Performance-Driven Strategy,157435.84,0.838
DC0923,Cloud Storage,435.76,111.98,67.91,Wind,41797.98,29.22,889.17,0.268,0.695,Low,0,0.573,0.917,0.512,Low,Conventional,8005.96,0.957
DC0924,Web Hosting,289.6,70.11,37.63,Grid,40404.11,47.0,674.58,0.604,0.442,Low,1,0.594,0.951,0.7,Renewable Boost,Performance-Driven Strategy,164287.79,0.669
DC0925,Database Queries,24.89,116.51,94.2,Hybrid,43454.74,73.36,1817.97,0.871,0.945,High,0,0.93,0.907,0.993,Renewable Boost,Conventional,63602.72,0.768
DC0926,Database Queries,466.16,28.7,17.15,Grid,3921.25,29.57,422.92,0.999,0.142,High,0,0.628,0.73,0.55,Low,Carbon-Neutral Objective,34186.33,0.933
DC0927,Database Queries,347.87,89.36,50.29,Solar,34910.48,43.0,1250.09,0.608,0.643,Medium,1,0.69,0.626,0.712,Peak,Performance-Driven Strategy,49134.51,0.608
DC0928,Web Hosting,341.49,125.62,69.24,Solar,7859.38,45.18,841.14,0.405,0.382,Quantum-Safe,0,0.936,0.685,0.654,Low,Conventional,96373.06,0.645
DC0929,AI Training,115.68,98.29,69.87,Grid,21375.11,97.88,130.11,0.225,0.957,Low,1,0.832,0.51,0.953,Medium,Performance-Driven Strategy,87849.25,0.996
DC0930,IoT Processing,332.85,80.95,65.04,Hybrid,27880.83,95.92,727.21,0.257,0.33,Low,1,0.671,0.762,0.935,Renewable Boost,Carbon-Neutral Objective,61333.02,0.712
DC0931,Database Queries,202.99,198.78,27.89,Wind,20734.23,82.01,567.2,0.479,0.962,Quantum-Safe,1,0.842,0.753,0.619,Peak,Conventional,38582.57,0.99
DC0932,Web Hosting,329.1,176.18,16.04,Hybrid,26460.97,31.75,1387.88,0.367,0.901,Quantum-Safe,0,0.51,0.763,0.541,Renewable Boost,Carbon-Neutral Objective,153635.0,0.673
DC0933,IoT Processing,62.23,125.06,63.78,Hybrid,49829.79,16.12,1900.14,0.914,0.27,Low,1,0.868,0.987,0.814,Low,Balanced Approach,198071.41,0.744
DC0934,Database Queries,332.34,114.31,60.13,Grid,7625.65,38.52,572.69,0.368,0.804,Low,1,0.744,0.956,0.668,Peak,Balanced Approach,156669.36,0.901
DC0935,AI Training,499.71,124.51,18.35,Hybrid,34097.35,34.01,1632.36,0.373,0.996,Quantum-Safe,0,0.907,0.581,0.836,Low,Carbon-Neutral Objective,62707.71,0.863
DC0936,Web Hosting,33.62,41.06,70.66,Wind,20404.05,55.53,157.95,0.384,0.253,Medium,1,0.977,0.684,0.516,Medium,Performance-Driven Strategy,52737.75,0.832
DC0937,Cloud Storage,488.82,79.63,45.79,Wind,7517.48,80.0,1099.34,0.837,0.437,High,0,0.963,0.712,0.567,Low,Balanced Approach,47444.85,0.812
DC0938,AI Training,209.38,8.85,66.94,Solar,8778.1,87.25,187.57,0.651,0.52,High,1,0.955,0.68,0.843,Peak,Carbon-Neutral Objective,31655.54,0.937
DC0939,IoT Processing,436.67,95.63,83.82,Grid,47514.38,86.04,1871.36,0.614,0.295,Medium,0,0.756,0.899,0.606,Medium,Performance-Driven Strategy,112509.46,0.694
DC0940,AI Training,393.37,109.06,17.39,Grid,44100.47,42.37,1544.38,0.334,0.015,High,1,0.68,0.762,0.929,Renewable Boost,Balanced Approach,123053.07,0.777
DC0941,IoT Processing,287.84,46.32,2.4,Solar,45445.06,71.85,1333.0,0.818,0.22,Low,0,0.733,0.786,0.529,Medium,Performance-Driven Strategy,142573.02,0.662
DC0942,Web Hosting,371.84,192.84,78.02,Grid,49585.11,38.16,1656.6,0.038,0.282,Quantum-Safe,0,0.845,0.927,0.608,Low,Balanced Approach,137641.61,0.838
DC0943,AI Training,440.47,181.98,61.16,Wind,11207.45,15.48,1312.66,0.871,0.444,Quantum-Safe,1,0.942,0.903,0.999,Peak,Energy-Efficient Focus,62005.0,0.7
DC0944,IoT Processing,208.03,144.71,70.11,Hybrid,18416.53,73.14,1939.44,0.513,0.171,High,0,0.603,0.566,0.717,High,Energy-Efficient Focus,69410.65,0.734
DC0945,Database Queries,170.25,107.14,83.9,Solar,33791.73,10.88,1442.22,0.398,0.873,Low,1,0.959,0.857,0.851,High,Carbon-Neutral Objective,137895.33,0.789
DC0946,Database Queries,337.12,174.12,80.38,Grid,24706.32,46.83,1853.08,0.497,0.705,Quantum-Safe,1,0.908,0.718,0.591,Renewable Boost,Performance-Driven Strategy,73142.29,0.611
DC0947,Web Hosting,405.84,27.0,96.11,Hybrid,21501.09,39.64,1058.41,0.667,0.085,Medium,0,0.989,0.647,0.805,Peak,Performance-Driven Strategy,46461.52,0.637
DC0948,IoT Processing,383.52,158.31,53.83,Grid,18532.75,72.4,278.28,0.013,0.65,Quantum-Safe,1,0.94,0.525,0.863,Peak,Performance-Driven Strategy,77995.55,0.874
DC0949,AI Training,400.93,25.84,49.11,Grid,30095.25,78.96,1079.95,0.872,0.654,Medium,1,0.64,0.744,0.657,Medium,Balanced Approach,58056.41,0.772
DC0950,AI Training,223.44,159.05,40.49,Grid,29204.08,37.37,297.4,0.447,0.956,Medium,1,0.553,0.678,0.914,Renewable Boost,Conventional,22220.98,0.946
DC0951,Web Hosting,410.74,55.88,15.79,Wind,8911.43,83.05,1205.36,0.343,0.003,Low,1,0.556,0.626,0.802,Renewable Boost,Energy-Efficient Focus,166877.09,0.878
DC0952,AI Training,68.9,175.54,57.47,Solar,24115.25,36.45,990.86,0.138,0.248,High,1,0.646,0.847,0.695,Renewable Boost,Conventional,171356.72,0.603
DC0953,IoT Processing,276.8,188.86,28.06,Grid,28120.12,50.17,1264.02,0.439,0.928,Quantum-Safe,1,0.807,0.885,0.779,Low,Carbon-Neutral Objective,47851.31,0.847
DC0954,Database Queries,12.82,30.61,92.17,Wind,28944.06,75.43,69.59,0.496,0.932,Low,1,0.902,0.622,0.788,High,Carbon-Neutral Objective,17630.58,0.637
DC0955,Database Queries,169.05,93.07,58.53,Grid,11295.25,72.36,429.94,0.404,0.721,High,0,0.95,0.525,0.583,Peak,Performance-Driven Strategy,149071.35,0.912
DC0956,IoT Processing,189.57,196.22,59.49,Wind,37371.3,98.86,1008.09,0.679,0.766,High,1,0.812,0.924,0.701,Low,Conventional,46248.08,0.997
DC0957,Database Queries,204.12,97.2,35.82,Solar,2234.76,30.26,1903.48,0.421,0.091,Quantum-Safe,0,0.503,0.505,0.672,High,Performance-Driven Strategy,81719.92,0.812
DC0958,Cloud Storage,350.78,172.85,5.67,Grid,18386.76,69.61,798.04,0.961,0.514,Quantum-Safe,0,0.593,0.969,0.7,Renewable Boost,Carbon-Neutral Objective,17506.37,0.873
DC0959,Web Hosting,200.39,118.16,3.66,Wind,39230.42,64.87,877.53,0.599,0.232,Quantum-Safe,1,0.55,0.814,0.881,High,Conventional,49122.57,0.695
DC0960,AI Training,229.86,75.69,42.62,Hybrid,28630.75,92.36,1443.66,0.807,0.181,Quantum-Safe,0,0.682,0.661,0.741,High,Balanced Approach,159615.94,0.775
DC0961,IoT Processing,126.4,57.87,8.91,Hybrid,13796.96,24.07,1227.4,0.109,0.81,High,0,0.751,0.623,0.97,Renewable Boost,Balanced Approach,161857.31,0.942
DC0962,AI Training,192.89,41.44,60.88,Grid,35052.7,77.66,632.91,0.397,0.135,Low,1,0.522,0.505,0.647,Peak,Balanced Approach,45381.54,0.667
DC0963,Database Queries,121.36,152.6,88.16,Solar,28802.16,61.14,851.09,0.337,0.469,Medium,0,0.674,0.618,0.708,Low,Balanced Approach,70503.2,0.706
DC0964,IoT Processing,45.87,77.92,88.35,Hybrid,40015.94,34.72,474.51,0.569,0.939,Medium,0,0.59,0.569,0.893,Peak,Performance-Driven Strategy,31176.49,0.778
DC0965,Web Hosting,305.69,102.74,66.08,Wind,37016.23,52.7,1933.74,0.861,0.186,Medium,1,0.824,0.806,0.773,Renewable Boost,Energy-Efficient Focus,19463.66,0.885
DC0966,AI Training,337.42,98.97,21.52,Wind,30895.29,40.04,304.74,0.078,0.978,Quantum-Safe,0,0.732,0.583,0.774,Low,Conventional,198473.48,0.75
DC0967,IoT Processing,313.55,115.88,86.37,Wind,24920.71,62.14,775.08,0.073,0.994,Low,1,0.748,0.764,0.527,Medium,Performance-Driven Strategy,132840.82,0.971
DC0968,Database Queries,237.11,173.25,88.67,Wind,7525.92,90.01,100.39,0.85,0.556,Quantum-Safe,1,0.714,0.795,0.699,Low,Performance-Driven Strategy,110708.82,0.638
DC0969,Cloud Storage,196.1,196.17,20.07,Solar,13805.32,61.24,482.47,0.213,0.17,Quantum-Safe,1,0.978,0.649,0.635,Peak,Performance-Driven Strategy,154272.21,0.748
DC0970,IoT Processing,433.03,82.11,73.87,Wind,21535.87,66.86,1571.92,0.669,0.316,High,1,0.607,0.518,1.0,High,Carbon-Neutral Objective,168815.05,0.884
DC0971,IoT Processing,264.35,165.68,29.01,Hybrid,30365.67,56.69,442.29,0.543,0.424,Quantum-Safe,0,0.758,0.519,0.654,Peak,Energy-Efficient Focus,162309.38,0.69
DC0972,IoT Processing,244.8,153.14,80.36,Hybrid,26171.68,14.6,206.12,0.833,0.309,High,1,0.868,0.513,0.942,Medium,Carbon-Neutral Objective,8225.19,0.863
DC0973,IoT Processing,22.56,115.13,99.73,Hybrid,15121.04,30.96,975.18,0.125,0.281,Medium,0,0.778,0.87,0.838,Medium,Balanced Approach,41427.54,0.666
DC0974,Database Queries,177.21,191.25,3.49,Hybrid,1316.75,54.28,69.44,0.13,0.972,Quantum-Safe,1,0.965,0.659,0.67,Medium,Conventional,132706.53,0.622
DC0975,Cloud Storage,196.3,40.89,89.79,Hybrid,25315.72,37.92,215.29,0.557,0.153,Low,0,0.689,0.898,0.772,High,Balanced Approach,78273.07,0.648
DC0976,IoT Processing,205.42,22.74,62.45,Solar,14995.67,26.36,1624.87,0.946,0.733,High,1,0.732,0.716,0.92,Medium,Carbon-Neutral Objective,196584.12,0.972
DC0977,AI Training,294.28,170.94,97.35,Grid,36995.81,55.37,1554.37,0.415,0.0,Quantum-Safe,0,0.544,0.726,0.942,Peak,Balanced Approach,134753.93,0.821
DC0978,Cloud Storage,271.47,88.39,46.77,Grid,2173.37,39.05,1834.52,0.327,0.596,High,1,0.804,0.756,0.58,High,Carbon-Neutral Objective,191527.04,0.919
DC0979,Web Hosting,307.87,169.55,84.82,Grid,29656.56,33.23,1716.31,0.607,0.916,High,1,0.644,0.857,0.67,Peak,Performance-Driven Strategy,44282.06,0.733
DC0980,Cloud Storage,384.79,178.72,6.71,Solar,47132.24,51.76,1382.19,0.93,0.288,High,0,0.58,0.637,0.668,Renewable Boost,Conventional,173471.62,0.837
DC0981,IoT Processing,408.36,13.43,33.86,Wind,9546.05,22.0,152.05,0.837,0.186,Medium,0,0.772,0.561,0.521,Peak,Carbon-Neutral Objective,67663.7,0.798
DC0982,Web Hosting,361.88,176.81,7.17,Solar,24110.83,93.5,1576.55,0.995,0.652,Quantum-Safe,0,0.766,0.778,0.799,High,Performance-Driven Strategy,197965.14,0.978
DC0983,Database Queries,478.21,90.22,97.55,Hybrid,5479.68,88.09,1698.75,0.023,0.713,Low,1,0.538,0.663,0.927,Low,Balanced Approach,35749.29,0.899
DC0984,Web Hosting,18.93,102.58,81.79,Hybrid,31658.41,73.69,1608.21,0.113,0.688,High,0,0.849,0.721,0.691,Renewable Boost,Conventional,105686.26,0.892
DC0985,IoT Processing,105.93,125.69,85.33,Grid,27976.05,19.56,1041.53,0.609,0.319,Medium,0,0.812,0.823,0.87,Renewable Boost,Performance-Driven Strategy,159604.68,0.619
DC0986,Cloud Storage,13.71,185.35,93.83,Wind,20960.91,79.83,504.16,0.821,0.252,Low,1,0.595,0.747,0.814,Renewable Boost,Energy-Efficient Focus,89365.28,0.82
DC0987,Web Hosting,327.26,4.8,8.97,Hybrid,26547.47,82.72,1698.39,0.285,0.956,Low,0,0.735,0.81,0.688,Peak,Conventional,96276.39,0.787
DC0988,IoT Processing,450.03,95.89,38.87,Grid,44932.16,79.1,1467.97,0.239,0.923,Medium,1,0.86,0.772,0.571,Low,Energy-Efficient Focus,197339.38,0.971
DC0989,Cloud Storage,129.31,137.86,7.57,Solar,10618.42,20.26,1962.48,0.787,0.457,High,1,0.765,0.87,0.855,High,Carbon-Neutral Objective,87935.09,0.703
DC0990,Web Hosting,464.25,144.82,21.47,Solar,2105.66,67.95,353.6,0.056,0.846,Low,0,0.698,0.853,0.927,High,Performance-Driven Strategy,122794.06,0.708
DC0991,Cloud Storage,39.53,138.81,23.32,Grid,43221.58,85.09,490.05,0.369,0.452,Low,1,0.661,0.767,0.843,High,Balanced Approach,15635.23,0.765
DC0992,Web Hosting,467.87,27.75,47.18,Solar,29278.74,61.96,463.01,0.506,0.424,Medium,0,0.805,0.839,0.509,Low,Conventional,169230.97,0.697
DC0993,IoT Processing,182.3,60.58,27.22,Grid,44642.26,68.18,1595.45,0.56,0.157,Medium,0,0.97,0.937,0.608,High,Carbon-Neutral Objective,131392.77,0.652
DC0994,Cloud Storage,59.7,72.38,10.55,Solar,30250.32,51.25,414.47,0.729,0.426,Low,1,0.836,0.716,0.535,Peak,Performance-Driven Strategy,83783.92,0.943
DC0995,Database Queries,248.08,161.08,17.17,Grid,40697.89,57.58,179.99,0.355,0.537,Medium,1,0.537,0.706,0.785,Medium,Conventional,8153.06,0.823
DC0996,Web Hosting,135.82,56.47,15.15,Grid,22053.99,13.09,1997.19,0.613,0.023,High,1,0.73,0.882,0.878,High,Conventional,120375.42,0.945
DC0997,Web Hosting,149.59,42.93,97.32,Grid,37743.14,67.51,98.39,0.585,0.444,Low,1,0.945,0.791,0.555,High,Performance-Driven Strategy,7468.28,0.932
DC0998,AI Training,160.57,191.53,76.05,Wind,45739.03,17.33,1678.73,0.548,0.781,Low,0,0.547,0.536,0.919,Medium,Balanced Approach,5234.7,0.713
DC0999,Cloud Storage,403.48,2.76,96.79,Hybrid,29034.03,49.15,762.47,0.64,0.68,Quantum-Safe,0,0.994,0.946,0.778,Medium,Performance-Driven Strategy,125139.22,0.819
DC1000,Database Queries,274.19,199.57,44.25,Hybrid,9858.47,36.34,1691.15,0.259,0.635,Low,0,0.975,0.515,0.845,Medium,Conventional,41858.33,0.633
